Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
40541512,Factotum,Charles Bukowski,"Bukowski, Charles",,"=""8850245416""","=""9788850245413""",4,3.94,TEA,Paperback,180,2017,1975,2018/10/18,2018/09/03,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/>In Post Office Bukowski racconta dei suoi anni alle poste, in Donne parla delle donne che ha avuto e del suo rapporto con esse, in Factotum invece il fulcro centrale dell’opera è il lavoro. Bukowski racconta dei diversi lavori per cui viene assunto e dai quali viene licenziato dopo poche settimane – o giorni – per i più disparati motivi. A fare da contorno a questo vi sono i soliti elementi di tutti i libri di Bukowski: sesso, alcool, degrado. Nulla di eccezionale, le vicende raccontate sono tutte inedite (almeno rispetto a Donne e Post Office), ma avevo la continua sensazione di averle già lette.<br/><br/>Edizione<br/><br/>Edizione con copertina molto flessibile, nessun errore, tascabile. Il design della copertina non mi ispira per niente e in più, senza averlo mai letto, ha iniziato a piegarsi verso l’esterno (forse così è troppo flessibile).<br/><br/>Conclusioni<br/><br/>Avendo già letto Post Office e Donne, non ho trovato molto di nuovo. Fosse stato il mio primo libro di Bukowski avrei forse avuto un’opinione diversa, quindi gli dò comunque 4 stelle.<br/><br/><br/>Altre recensioni sul mio blog: https://artedellalettura.it",,,1,,,0,,,,,
22356000,Un indovino mi disse,Tiziano Terzani,"Terzani, Tiziano",,"=""8850235844""","=""9788850235841""",4,4.18,TEA,Paperback,428,2014,1995,2018/09/03,2018/05/25,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/>Un indovino mi disse racconta di un anno speciale per Tiziano Terzani, il 1993, quando decide di muoversi senza usare l’aereo. Per un giornalista è una scelta difficile e poco sensata da un punto di vista pratico ma molto interessante da un punto di vista esterno, come quello di noi lettori. Il concetto di base è intrigante e i possibili contenuti del libro infiniti, ma purtroppo la realizzazione finale non raggiunge le aspettative.<br/><br/>Contenuti<br/><br/>Il viaggio e gli indovini sono il fulcro del libro e, attorno ad essi, Terzani aggiunge diversi racconti, pensieri ed analisi. Alcune parti funzionano, la maggior parte no.<br/><br/>Viaggio e indovini, purtroppo, occupano piccola parte del libro. Le descrizioni del viaggio sono minime, presenti in piccole parti nel libro. Un vero peccato, poiché sono le più affascinanti di tutto il racconto, forse proprio perché raccontano di un qualcosa che già nel 1993 stava morendo: i viaggi su via terrestre. Quei viaggi dove si conosco persone, dove veramente il viaggio è già l’avventura stessa (per questo ho apprezzato molto Vado verso il Capo).<br/>Durante l’anno Terzani visita diversi indovini, uno per ogni luogo che visita. Tramite passaparola cerca sempre il miglior indovino della zona (che, come detto da lui stesso nel libro, si trovava sempre in un altra nazione di quella in cui era lui) e da lui si fa leggere passato e futuro. Capitano sia ottimi astrologi che cialtroni, ma ciò che più ho apprezzato è il modo in cui Terzani si approccia a questo mondo: non da credulone né da totale diffidente, ma con la giusta curiosità e dubbio che lo rendono un ottimo narratore/giornalista.<br/><br/>Le analisi dei luoghi, visti da una persona che l’Oriente lo conosce, sono parecchio interessanti e ben scritte. Gli aneddoti che ci racconta sono anch’essi coinvolgenti e, insieme alle descrizioni, rendono i luoghi vivi, come se noi stessi fossimo lì. Capiamo non solo il posto, ma anche la sua cultura, le sue tradizioni e la sua evoluzione.<br/>Le parti dedicate interamente ai pensieri e ai paragoni in stile “ai miei tempi” sono presenti almeno una volta per capitolo, occupando spesso più di una pagina e ripetendo, a volte nemmeno con frasi diverse, le stesse cose. Terzani confronta i paesi “com’erano una volta” rispetto a come sono ora, si chiede se non fossero più felici prima che ora, si chiede chi ci perde e chi ci guadagna e così via. Un’infinità di pensieri che poteva benissimo fare una volta sola senza propinarceli per almeno 100 pagine di libro. Dopo metà libro ottieni un sesto senso per le parti filosofiche e riesci ad evitarle con grande cura, ma rimangono comunque un grosso peso il per il libro.<br/><br/>Edizione<br/><br/>Ho letto l’edizione TEA del 2015 (quella in foto) che, per gusti personali, preferisco alla nuova edizione (quella che avevo già criticato nella recensione di Buonanotte, signor Lenin). Preferisco la copertina, la resistenza della stessa (posso piegare il libro per tenerlo in una mano senza preoccuparmi che si pieghi irrimediabilmente) e non ho trovato nessun errore di stampa.<br/><br/>Manca una mappa del viaggio, aggiunta che adoro e desidero in ogni narrativa di viaggio ma che manca quasi sempre (per quanto mi risulta, nelle edizioni americane sono quasi sempre presenti). Porterò avanti questa lotta finché non avrò le mie mappe!<br/><br/>Conclusioni<br/><br/>Indubbiamente un ottimo libro, unico per i temi su cui si basa. Poteva essere alleggerito di un centinaio di pagine, eliminando sopratutto le parti ripetitive che effettivamente risultano noiose. Altra nota negativa, il viaggio occupa solamente una piccola fetta del libro. L’edizione è ottima, seppur di qualità non eccelsa.<br/><br/>Altre recensioni sul mio blog: https://artedellalettura.it",,,2,,,0,,,,,
30730874,Battle Royale,Koushun Takami,"Takami, Koushun",Tito Faraci,"=""8804663928""","=""9788804663928""",5,4.16,Mondadori,Paperback,613,2016,1999,2018/10/15,2018/09/30,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/>Battle Royale è ciò che meglio rappresenta la definizione di libro cult. Fonte di ispirazione per infinite opere di qualsiasi tipo – libri, film, videogiochi… – e unica opera di Koushun Takami (senza considerare il manga di Battle Royale), è un libro cruento e senza scrupoli che riesce a intrattenere per tutta la sua lunghezza.<br/><br/>600 pagine di tensione, combattimenti, descrizioni di cadaveri e tanta, tanta psicologia. Il racconto segue diversi personaggi, tra cui si distingue sin da subito un gruppo principale, uno secondario e poi diversi personaggi a sé stanti. Ad alcuni verrà dedicato più tempo di altri, ma ho apprezzato molto la netta differenziazione tra le loro storie. Questo aiuta a tenere fresco il romanzo e, cosa più importante, permette di vedere i pensieri e la psicologia dei diversi personaggi, ognuno differente. Non annoiare o appesantire un lettore per 600 pagine, che secondo me sono tante, non è compito facile, ma l’autore riesce benissimo nell’impresa grazie al sopracitato cambio di prospettiva, a uno stile di scrittura semplice ma non banale e a un ottimo equilibrio tra le varie parti del racconto: narrativa, combattimenti, descrizioni ambientali e caratteriali.<br/><br/>Trama<br/><br/>La trama, una novità al tempo ma ormai usatissima negli ultimi anni, è molto semplice ma ben sfruttata. Vengono fornite armi e viveri a 42 ragazzi delle medie e questi devono uccidersi tra di loro, lasciando un solo vincitore. Pur con una base così “banale”, l’autore riesce a intrattenere per oltre 600 pagine senza mai annoiare. Suspence, colpi di scena, cambi di prospettiva, tutto aiuta a rendere la lettura fluida e interessante. Non si può mai dedurre ciò che succederà nelle pagine seguenti.<br/><br/>Personaggi<br/><br/>Caratterizzare 42 personaggi (43 con colui che gestisce il “Programma”) non è un compito affatto facile, per questo motivo molti ragazzi vengono uccisi senza troppe pretese. Pur avendo relativamente pochi personaggi “importanti” (all’incirca 8, più qualche altro ragazzo secondario a cui vengono dedicati uno o due capitoli), per noi occidentali non è semplice ricordarci di loro per via dei loro nomi giapponesi. Ogni tanto, quando un personaggio viene citato, bisogna quindi fare mente locale per ripescare tutti i suoi frammenti descrittivi sparsi qua e là nel libro. In realtà non è un problema frequente, poiché tutti i personaggi sono piuttosto stereotipati: il duro che non parla mai, il ribelle, la ragazzina silenziosa e timida ma che dal nulla fa cose incredibili, il killer malato di mente e così via.<br/>Altro punto negativo è che capiamo subito chi sono i protagonisti e per questo già sappiamo chi vincerà il Programma. Almeno così credevo, ma come già detto la trama nasconde ottime sorprese!<br/><br/>Edizione<br/><br/>Copertina molto flessibile, comoda per leggere un libro di queste dimensioni, dal design che ho apprezzato molto. Spesso mi lamento della mancanza delle mappe, lo faccio sempre presente nelle recensioni, e questa volta davvero non capisco perché non è presente. Dannazione, c’è un’isola con delle zone identificate da numeri e lettere, a intervalli regolari alcune zone vengono proibite e non mettete una mappa? Questa è una mancanza per me gravissima, mi fa male al cuore. Vorrei togliere un punto al libro ma poi mi sentirei in colpa, alla fine è una mancanza dell’edizione più che della storia in sé. Una mappa, a mio parere, avrebbe giovato tantissimo al libro e alla comprensione delle vicende (ci si perde facilmente per via dei cambi del punto di vista e della vastità dell’area). Finito il libro ho acquistato il manga e… vi è una mappa al suo interno... vabbè<br/><br/>Avrei apprezzato anche una lista dei ragazzi, come nelle prime pagine, ma con i nomi di coloro che sono morti barrato alla fine di ogni capitolo. È una piccolezza, volendo si possono segnare da sé con una matita.<br/><br/><br/>Altre recensioni sul mio blog: https://artedellalettura.it<br/>",,,1,,,0,,,,,
40942290,Così giocano le bestie giovani,Davide Longo,"Longo, Davide",,"=""8807032996""","=""9788807032998""",4,3.44,Feltrinelli,Paperback,327,2018,,2018/09/30,2018/09/25,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/><br/>Ultimo libro di Davide Longo, insegnante alla Scuola di scrittura Holden (e si vede).<br/><br/>Il racconto è diviso in tre parti: presente, flashback con diverso protagonista e ritorno al presente con entrambi i personaggi. Questa scelta aiuta molto per due motivi: il cambio temporale aiuta a comprendere meglio la storia nella sua completezza, mentre il cambio di protagonista dà una ventata d’aria fresca, come se fosse un racconto nuovo.<br/><br/>Il primo capitolo è estremamente difficile da leggere, si capisce ben poco e si perde in cose inutili. Superato questo masso si nota un cambio drastico, il testo scorre più in fretta e si legge con più piacere. L’autore usa bene le parole per descrivere ambienti, personaggi e scene, cosa che adora fare in modo quasi esagerato. I periodi sono infatti molto lunghi e complessi, cosa che potrebbe non piacere a qualche lettore. Personalmente, dopo circa 40 pagine ci ho fatto l’abitudine, ma credo sia corretto farlo presente.<br/><br/>Nella prima parte un po’ di volte l’autore se ne esce con parolacce totalmente a caso. Ora, io non sono uno che si scandalizza per due volgarità, solo mi fa molto strano (e non sta nemmeno bene) trovare, durante una lettura normale, frasi come “[…] il sabato c’è mercato tutto il giorno e in tutti gli altri momenti non c’è un cazzo“. L’avesse detto un personaggio in un dialogo nessun problema, ovviamente, ma il punto è che in questi casi è il narratore stesso a usare in modo casuale e non consono al resto del discorso queste volgarità. Questo accade qualche volta nella prima parte, poi l’autore se ne dimentica e per fortuna finiamo il libro senza vederne altre . Il tutto mi ricorda La paranza dei bambini di Roberto Saviano, dove avevo riscontrato la stessa situazione.<br/><br/>Durante il racconto principale, quello dedicato all’indagine, si affiancano piccoli scorci della vita del protagonista, il tutto in modo discreto, mai invadente o esagerato. Alla fine, senza accorgersene, lo si conosce e si lega molto con lui. Questa cosa l’ho apprezzata molto e credo che sia uno degli aspetti della narrativa più difficile: creare personaggi credibili e veri senza annoiare il lettore, o senza che egli se ne accorga.<br/><br/><br/>Edizione<br/><br/>Senza infamia e senza lode. Mi piace molto la copertina, lucida e flessibile, anche se non rispecchia per nulla il libro: zero azione, zero violenza, zero cani e zero uomini con le braccia pelose. Sono rimasto abbastanza deluso.<br/><br/><br/>Altre recensioni sul mio blog: https://artedellalettura.it",,,1,,,0,,,,,
57897,"Battle Royale, Vol. 03 (Battle Royale, #3)",Koushun Takami,"Takami, Koushun","Masayuki Taguchi, Tomo Iwo, Keith Giffen","=""1591823161""","=""9781591823162""",0,4.11,TokyoPop,Paperback,224,2003,2001,,2018/10/22,,,read,,,,1,,,0,,,,,
57892,"Battle Royale, Vol. 02 (Battle Royale, #2)",Koushun Takami,"Takami, Koushun","Masayuki Taguchi, Keith Giffen, Tomo Iwo","=""1591823153""","=""9781591823155""",0,4.12,TokyoPop,Paperback,216,2003,2000,,2018/10/22,,,read,,,,1,,,0,,,,,
9669083,Cento poesie d'amore a Ladyhawke,Michele Mari,"Mari, Michele",,"=""8806181122""","=""9788806181123""",5,3.97,Einaudi,Paperback,112,2007,2007,2018/09/17,2018/09/06,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/><br/>Metto le mani avanti dicendo sin da subito che non ho mai letto - di mia volontà - un libro di poesie. Questa per me è stata un'esperienza nuova che ho atteso con molta ansia e curiosità.<br/><br/><br/>Contenuti<br/><br/>Questo libricino contiene 100 poesie che l'autore, Michele Mari, dedica a un'anonima amante, chiamata nelle poesie ""Ladyhawke"" (in una poesia il nome viene spiegato). Le poesie hanno alti e bassi. Entrano in gioco sicuramente i gusti personali e quanto una poesia ci riguarda, ma non tutte le poesie sono state per me interessanti o piacevoli. Alcune però le ho apprezzate così tanto da inserire dei piccoli post-it come segnalibro, cosa da me mai fatta perché a ""rovinare un libro"" mi piange il cuore. In questo caso, però, l'idea di poter rileggere in futuro questa raccolta di poesie e vedere quali sono state le mie preferite ha preso il sopravvento. Le poesie hanno la giusta quantità di umorismo e pensieri d'amore (questi ultimi, almeno per me, a volte molto ""bambineschi"" e imbarazzanti). L'umorismo è subdolo e mai da farti rotolare a terra, ma è uno stile che apprezzo e che spesso strappa un sorriso.  Non parlerò oltre delle poesie perché potrebbe essere uno spoiler.<br/><br/><br/>Edizione<br/><br/>L'edizione l'ho trovata incredibilmente affascinante. Tascabile (veramente tascabile, non come certi """"""tascabilI"""""" larghi almeno 30cm), non avevo mai visto un libricino così piccolo. Copertina pulita, senza nulla di speciale, cosa che a quanto mi è parso di vedere è in comune con tutti i libri di poesia Einaudi. Ottimo!<br/>La copertina, così come le pagine, sono piacevoli al tatto e di alta qualità. Non ho trovato nessun errore di stampa in tutto il volume. Per via di come è stata fatta la numerazione delle pagine, la poesia numero 100 in realtà si trova a pagina 102. Un vero peccato, un dispiacere infinito, ma chiudiamo un occhio.<br/><br/><br/>Conclusioni<br/><br/>Un ottimo libro che per me è stato anche un'esperienza nuova e meravigliosa. Alta qualità sia dell'edizione che dei contenuti, anche se ne ho veramente apprezzato forse il 40%. Detto questo, non posso dare un voto pieno. Sarà perché sono sempre stato più una persona da libri con storie, ma secondo me non è un libro da cinque stelle, mi sembrerebbe di fare un torto a libri che, per me, le cinque stelle se le meritano appieno.",,,1,,,0,,,,,
13541484,Ristorante al termine dell'Universo,Douglas Adams,"Adams, Douglas",Laura Serra,"=""8852022570""","=""9788852022579""",4,4.21,A. Mondadori,ebook,252,2012,1980,2018/09/25,2018/08/23,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/><br/>Secondo libro della trilogia in cinque parti ""Guida galattica per gli autostoppisti"". Storia sottotono rispetto al libro precedente, cosa abbastanza ovvia data la mancanza dell'elemento della novità. Il libro avanza lentamente e a fatica, ma ogni tanto salta fuori una perla d'umorismo che ti fa ricordare perché stai leggendo questo libro. A circa tre quarti del racconto il ritmo cambia, si avanza più rapidamente e l'umorismo torna a essere presente in ogni riga.<br/><br/>Nel corso della storia il gruppo è spesso diviso e la storia si concentra su uno di essi, cosa che ho trovato piacevole e rinfrescante; non sempre avere tutto il gruppo al completo porta alla migliore delle situazioni comiche, ma trovo invece che nelle situazioni con pochi personaggi queste siano più presenti. Si conferma anche la mia idea che Trillian sia un personaggio piuttosto noioso e inutile.<br/><br/><br/>Edizione<br/><br/>L'edizione da me letta è una delle più brutte che abbia mai visto. Si salva solo la copertina, graficamente bella e piacevole al tatto, per il resto solo punti a sfavore. Pagine di bassa qualità, si alternano in modo costante pagine corte e pagine lunghe, senza alcun motivo e creando problemi. Le pagine finali escono anche di mezzo centimetro dal libro e sono tagliate storte. Sembra un libro rilegato da me all'asilo usando solo colla stick e forbici con punte arrotondate, con la differenza che il mio risultato finale non lo vendevo a nessuno per dignità.<br/><br/><br/>Conclusioni<br/><br/>Storia inferiore alla precedente, ma verso il finale riesce a riprendersi e a tornare in forma ottimale. Edizione pessima cui si salva solo la copertina.",,,1,,,0,,,,,
3760025,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Giorgio Monicelli,"=""8804487712""","=""9788804487715""",2,3.99,Mondadori ,Paperback,195,1989,1953,2018/09/12,2018/09/03,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/>Fahrenheit 451 è un libro che soffre di un grave problema comune a molti libri ""classici"": l'aspettativa elevata. Ne senti parlare sempre bene, la gente pare adorare un libro, quando nomini il titolo qualcuno sviene dalla commozione. Poi lo leggi, non ti lascia di stucco e a quel punto sorge la fatidica domanda: ""Ma sarò scemo io?"". Quando mi succede mi chiedo un'altra cosa: Non mi piace soggettivamente o oggettivamente? La differenza è sostanziale. Tropico del Cancro è un libro ""classico"", ma ogni volta che provo a leggerlo sento il ribrezzo che mi sale e vorrei solo non averlo mai iniziato. In questo caso il mio ripudio è totalmente soggettivo.<br/>Nel caso di Fahrenheit 451, il libro l'ho finito ma non lo trovo un capolavoro. Forse proprio per via di tutti gli elogi, che mi hanno alzato l'aspettativa, la delusione durante la lettura è stata maggiore. In questo caso, però, ho anche motivi oggettivi.<br/><br/>La storia consiste nel viaggio psicologico del protagonista, Guy Montag, che da incendiario diventa un protettore dei libri. Tutto il libro è in realtà la narrazione del suo viaggio mentale, quindi il libro è ricco di parti interamente dedicate ai suoi pensieri. Con parti intendo pagine e con pensieri intendo flussi di parole infiniti che, alla lunga, sfiancano. In realtà tutto ciò è sopportabile per quasi tutto il libro, finché non si arriva nella parte finale dove su circa 20 pagine 17 sono così, e a quel punto passa anche la voglia di leggere. I giorni impiegati per leggere le ultime 20-25 pagine sono stati gli stessi per leggere le prime 160, per quanto mi riguarda. Il fatto di non essere riuscito a legare col protagonista, un personaggio a mio parere noioso ed estremamente stupido, non ha di certo aiutato.<br/><br/>Le parti di suspense non fatto effetto (laddove L'uomo in fuga di Stephen King mi agitava come fossi io stesso il protagonista) e l'unico cattivo interessante (in realtà l'unico cattivo, e pure l'unico personaggio interessante) viene usato poco nulla.<br/><br/>Il testo spesso risulta di difficile lettura, con frasi e locuzioni ormai in disuso ai giorni nostri. Dire che è un libro scritto negli anni '50 non vale, perché vi sono libri anche più vecchi più semplici da leggere. Esempio banale: ""In nessun luogo, non c'era luogo ove riparare, nessun amico presso cui rifugiarsi, realmente. Eccettuato Faber"". Testo incomprensibile? No, ma nemmeno fluido. E questo è solo un banale esempio.<br/>Ho letto di alcuni che si lamentano della traduzione, e credo sia sbagliato. La traduzione italiana in uso tutt'oggi risale al 1956, per opera di Giorgio Monicelli ai tempi in cui questo libro si chiamava ""Gli anni della fenice"". Ai tempi era una traduzione sicuramente corretta e al passo coi tempi, ma dopo oltre 60 anni non è forse necessario un aggiornamento? Una nuova traduzione? Ma è più economico riutilizzare ciò che si ha da mezzo secolo.",,,1,,,0,,,,,
3786053,Un indovino mi disse,Tiziano Terzani,"Terzani, Tiziano",,"=""8850206135""","=""9788850206131""",4,4.18,Tea,Paperback,428,2004,1995,,2018/09/17,,,read,"Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/>Contenuti<br/><br/>Il viaggio e gli indovini sono il fulcro del libro e, attorno ad essi, Terzani aggiunge diversi racconti, pensieri ed analisi. Alcune parti funzionano, la maggior parte no.<br/><br/>Viaggio e indovini, purtroppo, occupano piccola parte del libro. Le descrizioni del viaggio sono minime, presenti in piccole parti nel libro. Un vero peccato, poiché sono le più affascinanti di tutto il racconto, forse proprio perché raccontano di un qualcosa che già nel 1993 stava morendo: i viaggi su via terrestre. Quei viaggi dove si conosco persone, dove veramente il viaggio è già l'avventura stessa (per questo ho apprezzato molto Vado verso il Capo).<br/>Durante l'anno Terzani visita diversi indovini, uno per ogni luogo che visita. Tramite passaparola cerca sempre il miglior indovino della zona (che, come detto da lui stesso nel libro, si trovava sempre in un altra nazione di quella in cui era lui) e da lui si fa leggere passato e futuro. Capitano sia ottimi astrologi che cialtroni, ma ciò che più ho apprezzato è il modo in cui Terzani si approccia a questo mondo: non da credulone né da totale diffidente, ma con la giusta curiosità e dubbio che lo rendono un ottimo narratore/giornalista.<br/><br/>Le analisi dei luoghi, visti da una persona che l'Oriente lo conosce, sono parecchio interessanti e ben scritte. Gli aneddoti che ci racconta sono anch'essi coinvolgenti e, insieme alle descrizioni, rendono i luoghi vivi, come se noi stessi fossimo lì. Capiamo non solo il posto, ma anche la sua cultura, le sue tradizioni e la sua evoluzione.<br/>Le parti dedicate interamente ai pensieri e ai paragoni in stile ""ai miei tempi"" sono presenti almeno una volta per capitolo, occupando spesso più di una pagina e ripetendo, a volte nemmeno con frasi diverse, le stesse cose. Terzani confronta i paesi ""com'erano una volta"" rispetto a come sono ora, si chiede se non fossero più felici prima che ora, si chiede chi ci perde e chi ci guadagna e così via. Un'infinità di pensieri che poteva benissimo fare una volta sola senza propinarceli per almeno 100 pagine di libro. Dopo metà libro ottieni un sesto senso per le parti filosofiche e riesci ad evitarle con grande cura, ma rimangono comunque un grosso peso il per il libro.<br/><br/>Edizione<br/><br/>Ho letto l'edizione TEA del 2015 (quella in foto) che, per gusti personali, preferisco alla nuova edizione (quella che avevo già criticato nella recensione di Buonanotte, signor Lenin). Preferisco la copertina, la resistenza della stessa (posso piegare il libro per tenerlo in una mano senza preoccuparmi che si pieghi irrimediabilmente) e non ho trovato nessun errore di stampa.<br/><br/>Manca una mappa del viaggio, aggiunta che adoro e desidero in ogni narrativa di viaggio ma che manca quasi sempre (per quanto mi risulta, nelle edizioni americane sono quasi sempre presenti). Porterò avanti questa lotta finché non avrò le mie mappe!<br/><br/>Conclusioni<br/><br/>Indubbiamente un ottimo libro, unico per i temi su cui si basa. Poteva essere alleggerito di un centinaio di pagine, eliminando sopratutto le parti ripetitive che effettivamente risultano noiose. Altra nota negativa, il viaggio occupa solamente una piccola fetta del libro. L'edizione è ottima, seppur di qualità non eccelsa.",,,1,,,0,,,,,
9682071,Luce colore visione. Perché si vede ciò che si vede,Andrea Frova,"Frova, Andrea",,"=""881786496X""","=""9788817864961""",0,3.87,Rizzoli,Paperback,262,2000,1984,,2018/09/07,,,read,,,,1,,,0,,,,,
29623599,Vado verso il Capo: Edizione del ventennale. Con introduzione e fotografie inedite,Sergio Ramazzotti,"Ramazzotti, Sergio",,"=""""","=""""",4,4.67,Feltrinelli,Kindle Edition,318,2016,,2018/08/19,2018/08/12,,,read,"Recensione senza spoiler - Altre recensioni sul mio blog: https://artedellalettura.it<br/><br/>Il viaggio è descritto in modo dettagliato e preciso e solo un paio di volte mi sono sentito spaesato in seguito a un cambio repentino di scenario. Il libro non annoia, sono interessanti le analisi che Ramazzotti fa riguardo la cultura e lo stile di vita che lo circonda e di come esso cambia da paese a paese. Ho trovato leggermente pesante il racconto del viaggio nel cassone del camion sulla Route nationale 1 in Zaire, sia per un leggero déjà vu (era la seconda volta che viaggiava così) sia perché credo sia troppo prolissa. Ogni tanto vengono utilizzati termini francesi che non sempre vengono tradotti.<br/><br/>A difesa dell’autore, lui stesso riconosce certi errori e nell’introduzione ne parla, spiegandoci che dopo molte riflessioni ha deciso di lasciare intatto il testo. Non vi è nulla di grave in ogni caso e la lettura rimane più che godibile.<br/><br/>L’edizione del ventennale esiste solamente in eBook. Ho letto questo libro sul mio Kindle e questo ha portato a due grandi problemi: tutte le foto sono in bianco e nero e molto piccole. Più che problemi sono fastidi, poiché usando l’app Kindle su PC sono stato in grado di guardare tutte le foto a colori e a una risoluzione maggiore. La mappa, presente a inizio libro, è invece di bassa qualità su qualsiasi dispositivo la si guardi, rendendola praticamente illeggibile. Un vero peccato, considerato che sono un grande fan delle mappe di viaggio.",,,1,,,0,,,,,
96358,Batman: The Killing Joke,Alan Moore,"Moore, Alan","Brian Bolland, Tim Sale","=""0930289455""","=""9780930289454""",0,4.37,DC Comics,Paperback,50,1995,1988,,2018/09/05,,,read,,,,1,,,0,,,,,
